bmi,height,weight
18.9,174.2,57.4
23.2,178.4,74.1
19.6,187.6,69.2
25.4,170.3,73.9
23.1,173.8,69.9
26.8,178.5,85.4
23.8,179.1,76.6
19.1,174.8,58.4
24.6,169.8,71.2
20.8,171.6,61.5
26.6,171.9,78.8
28.8,173.6,86.8
20.5,176.4,64.1
27.3,171.4,80.3
26.9,185.7,93.0
22.1,153.2,51.9
18.8,177.2,59.2
17.2,179.3,55.3
40.0,167.2,111.9
29.5,167.1,82.6
32.4,180.5,105.6
17.8,172.6,53.1
24.0,166.2,66.4
23.5,172.5,70.1
17.7,172.6,52.9
24.7,171.1,72.6
18.2,160.8,47.3
20.2,174.1,61.5
21.3,179.2,68.4
30.0,194.3,113.6
20.2,176.6,63.2
23.3,168.8,66.6
15.7,174.1,47.8
19.6,163.8,52.7
25.2,175.0,77.4
37.8,169.2,108.5
24.7,173.2,74.3
22.6,166.5,62.8
21.5,171.2,63.1
24.8,178.1,78.8
25.4,177.4,80.1
24.9,178.3,79.3
36.9,167.4,103.5
21.0,180.0,68.2
28.9,175.0,88.7
36.4,176.5,113.5
19.8,165.5,54.5
18.5,170.6,54.1
24.2,178.8,77.6
28.6,165.4,78.5
30.2,172.2,89.7
16.3,172.9,48.9
31.4,180.3,102.4
25.7,171.9,76.1
26.4,175.7,81.7
30.3,189.7,109.2
21.2,179.6,68.7
43.1,167.4,120.8
28.9,181.2,94.9
25.0,170.2,72.7
30.2,186.7,105.5
20.6,174.9,63.1
20.7,181.7,68.5
22.8,174.8,69.8
21.7,180.8,71.0
19.1,174.6,58.3
18.8,166.0,51.9
23.7,182.4,79.0
19.3,175.5,59.7
23.4,169.0,67.0
18.3,183.7,61.8
23.0,168.1,65.2
24.7,178.6,78.9
26.2,173.5,78.9
23.2,169.1,66.4
21.8,177.3,68.6
28.7,168.3,81.4
28.2,175.3,86.8
19.0,172.2,56.4
22.7,187.9,80.3
29.7,174.2,90.3
19.5,168.7,55.6
25.1,168.4,71.4
23.4,183.1,78.7
26.8,179.5,86.6
20.0,181.2,65.7
18.2,181.4,60.1
25.8,173.4,77.8
21.6,173.7,65.3
19.8,173.8,59.9
22.6,175.4,69.7
22.8,174.7,69.6
24.6,172.3,73.1
23.1,178.5,73.9
20.9,175.5,64.6
21.0,177.7,66.5
22.8,176.1,71.0
20.3,171.3,59.7
23.0,162.2,60.7
16.7,163.7,45.0
21.1,174.1,64.2
24.5,168.7,70.0
17.6,181.9,58.4
23.8,169.0,68.0
17.4,172.1,51.6
22.6,172.2,67.1
26.3,176.2,81.7
25.1,171.8,74.3
29.2,169.3,83.9
31.0,172.8,92.6
28.0,170.5,81.4
24.1,182.6,80.6
24.5,175.3,75.3
24.6,179.2,79.0
21.2,171.3,62.5
35.3,178.8,112.9
27.3,169.3,78.3
18.8,161.3,49.0
26.0,172.9,78.0
20.7,178.6,66.1
36.2,176.0,112.3
23.1,171.9,68.5
23.0,178.6,73.5
26.0,175.6,80.2
23.5,174.2,71.6
18.1,184.8,61.9
26.5,185.8,91.5
21.0,172.7,62.7
28.7,167.7,80.9
24.5,174.8,75.1
17.3,172.9,52.0
40.2,170.8,117.3
21.6,183.3,72.6
22.6,175.4,69.6
27.1,173.3,81.4
25.4,173.1,76.2
25.6,182.4,85.4
26.3,174.0,79.8
18.1,183.9,61.3
21.9,170.6,63.8
25.9,172.7,77.3
23.0,170.2,66.7
26.5,166.0,73.1
28.7,165.6,78.8
21.1,169.0,60.3
20.9,175.8,64.7
24.3,173.1,73.0
25.2,177.5,79.6
29.5,176.9,92.5
34.7,171.3,102.1
39.9,173.5,120.4
20.0,171.3,58.8
22.6,176.2,70.4
18.3,179.8,59.3
19.6,168.0,55.6
19.8,175.3,60.9
31.0,175.4,95.6
23.3,173.2,70.1
20.3,163.1,54.2
19.8,171.1,58.0
24.7,170.0,71.6
23.7,173.1,71.3
23.0,173.7,69.6
25.6,176.3,79.6
16.2,165.6,44.5
24.2,169.9,70.0
22.1,178.6,70.8
34.3,170.8,100.1
44.7,187.1,156.7
23.5,167.8,66.2
24.8,176.6,77.5
19.3,174.1,58.5
23.1,167.5,65.0
19.6,177.4,61.8
21.5,175.5,66.3
20.7,170.0,60.1
20.7,177.5,65.3
24.8,178.5,79.1
23.8,182.5,79.3
20.7,178.9,66.5
23.8,164.1,64.2
41.5,176.3,129.0
36.6,176.8,114.5
22.9,174.8,70.0
26.8,177.5,84.7
22.2,177.2,70.0
25.6,171.2,75.1
22.7,170.7,66.3
25.3,178.9,81.0
21.5,176.7,67.3
20.4,180.1,66.4
21.1,168.1,59.8
23.3,170.9,68.2
37.9,180.4,123.5
19.7,176.3,61.5
21.8,163.4,58.3
28.2,181.3,92.8
21.6,179.3,69.6
28.7,175.6,88.6
20.8,170.4,60.6
19.0,179.2,61.3
26.0,172.9,77.9
24.6,171.3,72.4
22.2,172.8,66.5
20.4,171.6,60.3
20.4,167.5,57.5
22.4,165.8,61.7
21.8,169.4,62.6
24.7,173.7,74.7
26.7,169.9,77.3
22.6,179.5,73.1
32.5,171.1,95.4
22.5,177.2,70.8
29.3,169.2,84.0
24.4,171.4,71.8
29.7,180.4,96.9
18.8,182.4,62.8
31.2,182.4,104.0
17.3,173.2,52.0
22.1,176.3,68.7
26.6,170.3,77.3
19.1,172.9,57.2
17.8,172.8,53.3
21.8,172.4,64.8
30.3,176.3,94.3
19.6,169.6,56.4
20.8,174.3,63.3
26.7,178.6,85.2
22.7,169.4,65.3
18.3,169.6,52.8
22.3,174.6,68.1
19.0,175.7,58.7
32.4,179.5,104.4
26.3,160.9,68.2
21.0,173.2,63.0
19.8,180.8,65.0
18.8,175.3,57.8
32.3,169.5,92.9
29.9,172.8,89.5
28.4,177.7,89.8
28.9,184.0,98.1
23.0,175.2,70.6
23.9,176.0,74.1
30.9,172.6,92.3
17.1,184.9,58.8
25.0,182.0,82.9
23.6,171.9,70.0
20.4,193.5,76.5
22.6,176.4,70.4
23.4,185.2,80.5
21.2,184.5,72.5
21.6,179.4,69.7
17.1,163.0,45.5
25.5,181.4,84.2
25.8,177.2,81.2
26.0,171.8,76.9
26.0,173.5,78.5
18.7,173.5,56.4
24.9,160.6,64.4
30.4,173.6,91.9
22.7,168.7,64.7
37.0,176.5,115.5
25.8,173.9,78.1
19.5,181.1,64.2
18.5,167.9,52.4
20.6,177.9,65.4
23.9,176.9,75.0
28.8,174.5,87.7
22.9,176.4,71.4
22.7,191.5,83.4
24.0,162.1,63.1
23.2,172.9,69.5
21.1,178.8,67.6
29.8,172.5,88.7
22.9,167.4,64.4
28.9,177.6,91.4
22.8,167.2,64.0
20.7,172.7,61.9
27.4,174.9,83.9
18.7,184.1,63.6
28.0,176.7,87.5
19.7,168.5,56.0
21.4,173.7,64.8
24.6,175.9,76.2
21.2,174.4,64.5
37.7,181.3,124.1
27.8,167.0,77.6
19.4,180.5,63.4
24.3,175.4,75.0
22.1,170.9,64.7
34.7,178.0,110.0
22.2,173.3,66.8
15.4,177.0,48.5
21.6,167.3,60.6
21.8,175.5,67.3
29.5,174.2,89.8
27.6,177.3,86.8
25.0,180.5,81.6
22.8,168.4,64.8
22.1,175.5,68.1
19.5,166.0,54.0
23.2,170.6,67.6
18.7,169.4,53.7
31.4,165.1,85.6
26.3,170.2,76.2
18.4,171.2,54.0
23.4,161.3,61.1
21.7,166.1,59.9
26.5,175.0,81.3
30.0,168.1,84.9
26.3,176.3,82.0
18.1,172.9,54.3
27.2,165.2,74.3
20.7,167.2,58.0
28.1,178.9,90.0
30.1,183.9,101.9
18.6,172.7,55.6
24.2,170.2,70.2
22.8,170.1,66.1
27.8,172.6,83.1
37.7,173.1,113.0
26.5,183.3,89.1
24.8,178.0,78.7
23.8,177.8,75.5
24.7,165.6,68.0
30.1,166.2,83.2
20.5,171.3,60.2
18.7,163.6,50.1
27.6,179.6,89.3
22.2,173.6,67.2
24.6,171.5,72.4
21.3,177.9,67.5
21.8,171.6,64.4
20.9,170.8,61.2
26.7,169.9,77.3
20.7,157.4,51.4
25.6,164.6,69.4
23.3,174.5,71.1
23.0,169.5,66.1
24.6,175.9,76.3
18.0,182.9,60.5
15.6,168.9,44.6
26.3,180.4,85.9
32.2,183.6,108.6
19.7,172.6,58.7
31.4,170.6,91.6
33.6,181.6,111.1
19.8,174.6,60.6
20.0,173.6,60.3
23.8,168.3,67.5
22.5,181.7,74.5
24.1,170.1,69.8
34.5,185.0,118.2
22.2,175.5,68.4
24.4,174.1,74.2
23.0,167.5,64.8
22.9,178.3,73.1
18.3,174.4,55.9
23.4,170.5,68.3
20.4,175.6,63.2
24.3,168.6,69.1
27.0,171.3,79.3
23.1,167.8,65.2
19.7,165.3,54.0
20.9,179.9,67.8
18.6,168.6,53.0
21.1,177.2,66.4
21.9,168.4,62.2
20.6,180.6,67.4
19.2,174.7,58.8
21.6,174.4,65.8
24.1,164.8,65.6
18.8,178.1,59.7
21.3,181.8,70.4
22.2,174.8,68.1
28.2,178.8,90.3
29.4,172.3,87.4
23.8,183.7,80.6
22.8,177.5,71.9
22.7,178.0,72.0
24.2,180.1,78.5
22.0,175.4,67.8
21.6,167.3,60.7
19.0,173.3,57.1
18.7,167.6,52.6
25.0,172.9,74.9
32.4,185.1,111.1
29.8,175.4,91.9
22.5,178.4,71.7
30.6,171.2,89.7
24.7,169.7,71.2
22.0,171.1,64.6
20.6,171.6,60.7
28.7,185.2,98.5
24.1,170.8,70.4
29.5,175.7,91.2
27.5,175.3,84.6
41.4,173.1,124.3
16.7,167.4,46.9
21.7,185.1,74.4
23.4,177.0,73.5
24.1,174.6,73.7
20.3,176.8,63.7
20.8,169.2,59.6
33.3,167.9,93.9
20.8,172.6,62.2
23.2,172.8,69.5
32.1,170.1,93.1
21.7,178.2,69.0
22.6,175.9,70.1
36.9,175.4,113.6
23.2,179.9,75.3
21.6,169.2,62.1
24.7,183.1,82.9
23.1,174.7,70.7
28.5,186.9,99.9
19.6,176.8,61.4
21.0,173.1,63.0
18.1,169.1,52.0
22.4,174.3,68.3
23.0,171.1,67.6
18.9,162.8,50.1
23.1,176.2,72.0
20.8,172.2,61.8
19.2,176.7,60.1
14.5,174.2,44.3
41.8,174.9,128.0
27.9,177.8,88.2
20.1,182.4,66.9
22.6,169.9,65.5
24.3,179.8,78.8
26.0,169.0,74.3
20.6,172.6,61.5
22.7,172.8,68.0
18.4,163.5,49.2
20.5,173.4,61.9
27.8,181.9,92.2
24.6,173.2,73.9
19.6,176.0,60.9
20.5,180.3,66.9
26.7,183.9,90.5
32.3,183.0,108.2
22.6,181.5,74.5
25.6,168.8,73.0
36.2,188.9,129.2
32.8,174.3,99.8
34.1,172.9,102.2
27.1,175.1,83.2
20.8,171.2,61.0
29.0,173.5,87.3
29.6,167.3,83.0
23.4,171.9,69.2
22.3,182.3,74.3
19.5,172.7,58.3
26.2,174.4,79.9
21.9,173.6,66.2
23.3,171.8,69.0
22.6,184.9,77.5
22.3,167.5,62.7
18.1,179.5,58.6
28.2,169.1,80.8
19.5,172.0,57.9
17.2,173.5,52.0
17.8,170.3,51.8
22.1,180.4,72.1
21.2,172.2,63.0
23.1,167.9,65.3
23.2,183.1,78.0
27.3,174.2,83.0
31.3,176.4,97.7
18.8,165.3,51.4
27.1,166.4,75.1
18.3,171.9,54.3
28.4,179.9,92.0
22.6,171.3,66.5
20.4,176.6,63.9
29.8,173.2,89.5
25.5,177.8,80.7
25.7,184.1,87.2
21.1,178.2,67.1
18.0,171.6,53.2
19.5,162.7,51.7
33.1,178.2,105.3
28.1,173.4,84.5
36.9,176.4,115.0
24.6,162.2,64.9
29.9,167.4,83.9
20.8,173.1,62.6
23.6,181.0,77.5
18.6,168.6,53.0
19.0,175.8,58.9
44.5,177.3,140.2
21.9,173.2,65.9
24.0,182.7,80.4
18.2,173.2,54.7
19.7,170.5,57.4
20.0,170.5,58.3
25.4,185.7,87.8
23.0,167.4,64.6
19.0,173.4,57.2
20.0,160.7,51.7
20.4,182.7,68.1
18.6,166.6,51.9
22.2,171.3,65.3
19.2,186.8,67.3
19.0,182.8,63.8
29.5,176.5,92.0
20.2,181.3,66.7
24.7,181.3,81.4
27.9,168.3,79.3
21.7,163.3,57.9
21.2,178.6,67.9
22.5,165.1,61.5
25.6,176.0,79.3
24.9,170.8,72.7
20.1,169.9,58.2
36.0,169.0,102.9
23.9,176.7,74.7
21.8,177.5,68.9
25.1,167.4,70.4
35.1,181.5,115.8
27.1,175.7,83.7
31.6,173.1,94.7
30.1,179.5,97.3
22.4,166.0,61.8
22.7,172.3,67.4
21.4,171.8,63.2
22.0,165.4,60.2
18.6,183.3,62.5
18.2,171.9,53.9
22.3,171.3,65.5
22.1,180.9,72.6
18.9,166.9,52.7
19.8,168.4,56.3
21.4,167.2,60.1
22.0,176.8,69.0
22.3,167.6,62.7
21.5,180.1,70.0
23.0,190.9,83.9
28.2,177.7,89.2
20.3,168.0,57.5
20.0,174.7,61.2
21.6,171.9,64.1
20.7,173.1,62.3
30.5,171.0,89.2
27.3,176.7,85.5
22.6,168.4,64.2
21.9,181.9,72.7
18.5,179.9,60.1
22.3,176.5,69.5
22.3,180.7,72.9
27.0,179.1,86.7
24.9,169.9,71.9
25.2,171.8,74.6
26.3,174.4,80.1
20.6,166.7,57.5
23.9,175.5,73.8
23.3,176.5,72.8
20.9,174.8,63.9
38.2,164.8,103.8
23.2,169.7,67.0
17.2,182.9,57.8
29.6,174.1,90.0
24.6,175.2,75.8
26.4,173.0,79.2
21.2,174.6,64.8
20.8,178.2,66.1
21.8,172.0,64.5
24.7,174.0,75.0
27.9,187.5,98.2
32.3,171.4,95.1
23.1,171.5,68.0
35.9,176.7,112.2
19.9,167.7,56.0
22.6,176.6,70.7
29.3,176.6,91.5
22.5,171.9,66.6
22.2,183.3,74.9
25.9,168.3,73.6
22.0,179.3,70.8
23.5,190.0,85.1
28.6,180.2,92.9
20.1,177.6,63.6
22.6,173.7,68.2
23.9,183.5,80.8
24.0,173.6,72.6
16.6,171.4,48.9
18.6,166.3,51.5
24.9,171.1,72.9
21.5,182.1,71.6
26.8,178.7,85.9
19.1,178.8,61.2
22.4,181.6,74.0
23.0,170.9,67.2
22.9,177.3,72.1
21.5,171.2,63.1
17.2,176.0,53.3
15.2,167.2,42.7
23.3,179.4,75.3
27.3,178.5,87.3
19.6,180.2,63.7
25.8,171.7,76.1
21.1,163.0,56.3
20.8,174.8,63.8
26.4,175.3,81.3
31.1,166.7,86.5
24.1,174.2,73.2
24.8,173.6,74.8
26.8,182.1,88.9
14.6,169.9,42.3
24.2,176.6,75.7
23.8,172.9,71.3
22.2,170.5,64.7
41.7,174.8,127.6
33.5,181.4,110.5
32.8,171.8,97.0
27.5,178.2,87.4
28.1,174.0,85.2
28.7,176.3,89.3
25.9,163.3,69.1
31.4,169.6,90.4
25.9,172.7,77.3
23.7,171.4,69.8
30.1,174.8,92.1
24.2,183.0,81.2
18.9,178.0,60.1
27.4,171.3,80.5
25.8,166.8,71.9
18.9,166.6,52.5
32.9,175.6,101.7
17.7,173.7,53.7
23.8,165.4,65.2
22.8,162.6,60.5
23.8,157.4,59.0
20.2,180.2,65.9
21.9,171.4,64.6
21.8,176.0,67.6
24.4,177.6,77.1
24.2,166.0,66.7
27.4,178.6,87.6
18.5,175.2,56.8
18.0,173.7,54.5
19.4,179.7,62.9
20.1,177.0,63.0
19.8,170.5,57.6
21.9,178.5,69.8
19.9,185.3,68.4
22.7,180.3,74.0
30.0,177.3,94.4
17.4,177.3,54.9
20.8,174.6,63.7
21.2,172.0,63.0
20.0,161.9,52.5
32.8,181.0,107.6
26.8,167.8,75.6
26.5,177.9,84.0
27.7,180.0,89.9
17.8,170.2,51.6
20.3,173.9,61.5
28.9,169.3,82.9
26.9,166.3,74.4
21.7,171.0,63.5
25.4,171.0,74.4
29.4,174.5,89.8
20.3,171.0,59.4
29.1,177.1,91.5
29.6,175.3,91.1
36.5,177.3,115.0
15.6,166.1,43.2
21.6,178.2,68.6
23.6,161.8,62.0
24.9,170.6,72.5
17.1,154.6,40.9
24.7,167.6,69.4
18.8,181.1,61.8
25.0,175.1,76.8
36.5,175.5,112.7
30.0,183.2,100.9
21.8,174.5,66.5
23.7,177.0,74.5
29.2,166.4,81.0
33.5,184.9,114.6
25.7,185.4,88.5
24.5,164.2,66.2
24.0,173.6,72.4
25.8,170.9,75.6
18.7,168.6,53.4
25.8,164.7,70.0
21.7,177.1,68.3
19.7,175.7,60.9
25.9,172.6,77.3
27.7,180.9,90.9
33.2,164.7,90.3
19.0,168.8,54.2
24.9,166.2,69.0
21.1,177.3,66.4
23.7,178.2,75.5
18.7,175.3,57.7
30.0,171.1,88.1
30.4,184.4,103.7
24.4,168.9,69.8
21.2,162.6,56.3
37.5,176.1,116.4
21.3,167.3,59.7
18.9,182.1,63.0
29.0,174.9,88.8
30.8,172.5,91.7
22.7,176.4,70.9
17.6,172.2,52.2
17.9,161.0,46.5
22.0,169.7,63.5
22.3,172.2,66.4
19.6,168.1,55.6
30.2,168.8,86.1
23.6,180.5,77.2
22.0,184.4,74.9
25.6,177.6,80.9
28.2,176.0,87.6
19.2,185.7,66.5
19.1,174.2,58.0
17.9,179.1,57.6
26.0,179.2,83.7
24.4,167.2,68.3
26.6,185.3,91.6
16.7,168.0,47.2
16.5,185.7,56.9
32.1,169.4,92.4
25.5,155.2,61.6
23.7,184.2,80.7
26.5,178.2,84.3
30.8,179.6,99.6
23.2,177.5,73.2
18.2,181.1,59.9
20.8,179.2,67.1
28.0,170.5,81.5
28.4,168.2,80.5
34.2,160.6,88.3
22.4,172.4,66.7
32.3,180.5,105.3
20.3,184.5,69.4
26.8,189.3,96.1
34.8,180.1,113.2
19.6,170.1,57.0
25.4,175.8,78.7
21.2,178.6,67.8
23.7,177.3,74.7
34.7,168.0,98.0
17.4,184.9,59.6
20.9,174.9,64.0
24.5,171.8,72.6
18.6,168.1,52.7
29.4,173.9,89.0
19.9,173.3,59.9
22.2,167.9,62.8
19.2,175.4,59.2
17.3,175.7,53.5
19.9,179.5,64.2
21.7,175.4,66.9
20.9,176.2,65.1
28.4,185.6,97.9
23.2,164.7,63.1
38.4,176.7,119.9
21.5,169.1,61.5
26.0,196.1,100.2
29.1,182.6,97.2
20.3,177.0,63.9
23.5,174.8,72.1
24.7,170.9,72.3
18.1,175.9,56.3
18.9,164.7,51.3
27.7,174.2,84.1
34.6,178.9,111.0
22.1,178.9,71.0
35.0,181.1,114.9
18.2,180.7,59.6
19.1,166.3,52.9
25.5,174.4,77.6
43.4,185.7,150.0
17.5,181.0,57.6
20.8,168.9,59.6
27.8,170.6,81.0
26.2,180.0,84.9
24.2,175.8,75.0
25.0,170.4,72.8
27.7,176.5,86.4
19.5,173.4,58.8
18.7,174.3,56.9
23.0,182.0,76.4
30.4,171.7,89.7
21.5,175.8,66.7
27.5,172.4,81.8
27.7,166.9,77.2
22.5,169.5,64.7
24.6,180.5,80.2
29.4,170.0,85.1
25.5,170.9,74.6
21.0,180.7,68.7
16.0,178.1,51.0
18.6,169.6,53.6
25.1,172.4,74.7
30.8,180.5,100.6
30.7,172.8,91.7
25.0,167.9,70.6
20.3,172.6,60.5
19.3,171.2,56.6
33.8,172.5,100.7
19.2,171.7,56.8
21.4,170.1,62.0
18.6,175.0,57.1
26.5,180.3,86.4
25.5,182.3,84.9
28.7,174.9,87.9
17.9,172.1,53.2
20.3,179.1,65.2
25.4,168.7,72.4
20.0,173.8,60.6
46.9,165.7,128.8
24.0,177.0,75.3
23.2,175.4,71.4
22.6,170.2,65.5
26.3,181.8,87.2
22.9,176.0,71.1
27.5,187.1,96.6
24.5,172.8,73.2
18.8,162.2,49.7
20.7,177.8,65.7
25.2,165.1,68.7
32.6,167.5,91.6
26.3,176.1,81.6
24.5,174.2,74.5
21.0,167.7,59.2
37.2,181.3,122.6
24.0,173.9,72.6
21.9,167.7,61.7
22.2,174.5,67.8
23.7,165.3,65.0
18.2,175.4,56.0
18.9,175.6,58.4
20.9,176.4,65.2
25.3,184.0,85.7
25.1,171.6,74.1
19.5,172.1,58.0
31.3,169.7,90.4
26.1,166.1,72.2
21.7,176.6,67.8
23.6,177.6,74.5
19.6,183.0,65.9
22.8,178.6,72.8
25.6,174.4,78.0
17.3,173.3,52.1
22.7,175.0,69.8
15.8,177.9,50.3
29.8,176.3,92.9
22.6,172.9,67.8
25.7,173.9,77.9
23.0,172.1,68.2
22.4,179.2,72.0
26.0,172.3,77.2
17.0,172.3,50.6
42.1,181.5,138.7
23.7,177.2,74.7
26.2,172.6,78.1
28.2,180.8,92.5
30.3,160.3,78.0
25.8,183.6,87.0
19.9,167.4,55.8
20.1,171.1,59.1
21.1,183.8,71.5
21.2,175.2,65.2
15.4,170.1,44.7
25.4,171.0,74.5
39.6,182.8,132.5
24.1,169.2,69.2
18.6,175.6,57.6
25.0,186.1,86.9
22.5,165.1,61.5
18.3,173.4,55.3
23.5,175.3,72.4
21.4,174.6,65.4
27.0,169.2,77.4
18.6,188.5,66.1
21.0,170.3,61.0
33.5,171.8,99.0
22.4,170.9,65.7
26.9,172.0,79.7
21.0,169.7,60.6
27.6,158.5,69.4
19.6,165.4,53.7
20.3,176.9,63.7
21.5,164.3,58.2
21.1,163.9,56.7
21.9,176.1,68.2
19.3,170.1,56.1
27.3,170.9,80.0
16.5,167.4,46.3
27.5,173.5,82.9
24.8,177.9,78.5
37.6,178.2,119.5
17.0,176.6,53.2
22.4,182.5,74.8
19.4,174.0,59.0
20.1,175.3,61.9
19.1,172.3,56.9
17.4,167.6,48.9
20.1,169.4,57.8
28.3,176.3,88.0
18.7,168.9,53.4
29.6,176.0,91.7
24.3,167.7,68.6
20.6,178.6,66.0
19.3,176.7,60.5
31.3,169.4,90.1
26.5,172.6,79.2
22.9,176.1,71.1
15.9,173.3,48.0
21.4,177.3,67.4
29.1,173.6,87.9
26.7,187.9,94.4
19.5,174.2,59.4
15.6,166.8,43.6
25.9,176.6,81.0
23.9,169.2,68.5
25.1,182.9,84.0
31.4,172.6,93.7
18.4,173.8,55.8
18.5,179.2,59.7
21.6,171.1,63.3
21.9,175.9,68.0
25.6,150.3,57.9
26.0,165.4,71.4
39.0,175.3,120.0
21.1,170.0,61.1
21.9,179.0,70.3
18.9,171.2,55.5
22.3,180.2,72.6
19.4,174.2,59.0
22.5,172.1,66.8
23.6,180.9,77.4
25.3,176.6,79.1
25.0,181.2,82.3
20.0,172.9,59.8
23.8,174.6,72.7
28.9,172.0,85.6
18.4,166.3,51.1
22.2,158.6,56.0
26.2,186.7,91.5
19.4,173.4,58.6
29.8,177.3,93.8
29.5,174.2,89.6
31.3,171.8,92.6
31.6,173.1,94.7
27.5,171.0,80.6
24.4,174.2,74.3
22.4,169.1,64.3
32.7,178.9,104.7
21.3,175.9,66.0
17.7,176.5,55.2
25.6,169.5,73.8
28.7,176.1,89.2
17.2,174.1,52.2
34.9,174.6,106.5
25.4,177.3,79.9
16.4,176.2,51.2
23.7,177.3,74.8
37.4,173.0,112.0
18.8,170.3,54.8
21.0,177.9,66.6
17.7,171.8,52.4
24.4,173.8,73.8
25.8,167.5,72.4
19.7,167.3,55.3
27.4,178.2,87.1
30.1,186.8,105.3
20.9,176.7,65.3
25.7,172.4,76.4
25.5,175.4,78.5
18.5,185.6,63.8
21.3,175.5,65.7
22.2,174.8,67.9
22.4,176.9,70.3
20.7,177.3,65.3
31.8,177.3,100.2
23.2,170.4,67.6
31.1,175.3,95.6
15.5,178.5,49.7
18.4,175.2,56.7
23.5,171.6,69.3
17.2,176.1,53.6
26.5,178.7,84.9
23.7,170.3,68.8
19.9,172.9,59.6
26.0,175.4,80.0
20.9,193.1,78.2
30.3,179.5,97.8
24.2,180.8,79.2
21.9,173.4,65.9
21.4,167.4,60.0
22.3,163.6,59.7
22.3,175.9,69.3
27.2,188.6,97.1
19.2,177.5,60.7
23.1,171.4,68.1
26.0,161.4,67.8
30.0,162.9,79.7
23.0,172.4,68.4
24.3,167.2,68.2
27.4,167.6,77.0
26.7,166.8,74.4
21.4,181.6,70.6
29.6,169.3,85.0
21.7,182.9,72.7
19.4,178.9,62.2
20.2,176.0,62.7
21.8,173.7,65.9
27.3,172.5,81.5
22.9,182.2,76.2
31.3,175.6,96.8
24.0,174.0,72.7
24.4,177.9,77.5
25.2,173.0,75.7
19.7,186.6,68.6
27.4,187.2,96.1
24.1,173.1,72.4
25.2,162.3,66.6
21.0,157.0,52.0
23.9,176.2,74.3
26.4,174.1,80.2
33.5,178.3,106.6
23.4,169.2,67.0
25.4,187.0,88.9
36.3,180.2,118.1
20.0,173.5,60.5
18.1,172.0,53.7
17.9,172.8,53.6
19.4,174.3,59.2
24.5,174.9,75.1
32.1,174.5,97.9
19.6,174.8,60.1
22.6,182.1,75.1
30.5,168.1,86.3
26.1,174.5,79.5
25.4,177.9,80.7
23.7,164.6,64.3
28.1,182.7,93.9
24.6,178.0,78.2
25.0,180.5,81.6
21.7,171.6,64.1
35.9,180.1,116.6
19.3,185.9,67.0
25.5,175.2,78.5
27.2,183.1,91.5
28.3,180.4,92.1
21.2,169.7,61.3
26.6,161.0,69.2
18.1,171.8,53.7
20.7,176.4,64.6
18.1,169.9,52.3
26.4,176.1,81.9
23.4,174.2,71.2
21.6,184.3,73.5
24.9,171.7,73.5
22.3,176.6,69.7
36.3,172.7,108.3
26.7,186.5,93.2
21.7,173.2,65.3
25.2,179.8,81.5
20.5,169.3,58.8
17.5,178.0,55.5
20.8,165.6,57.2
19.8,180.0,64.2
31.7,169.0,90.6
19.1,182.5,63.7
23.0,174.4,70.1
24.5,177.3,77.3
18.2,177.2,57.3
17.5,182.8,58.8
20.5,172.9,61.4
23.9,182.3,79.7
19.3,168.6,55.0
25.1,169.4,72.3
22.3,190.3,81.0
28.5,175.7,88.1
24.2,173.9,73.2
22.4,172.4,66.6
24.1,179.5,77.9
21.0,174.6,64.2
14.7,158.8,37.1
20.7,182.3,68.9
23.1,178.8,74.1
19.3,161.4,50.5
21.2,172.5,63.3
17.4,173.2,52.3
14.5,167.1,40.7
25.0,173.0,75.1
24.2,178.3,77.2
22.7,174.3,69.1
25.1,170.8,73.5
25.6,168.7,72.9
22.0,167.0,61.6
28.3,173.2,84.9
28.3,169.0,80.9
21.8,169.7,63.0
22.7,176.6,71.0
22.0,178.3,70.0
20.4,176.1,63.5
23.9,177.1,75.1
28.1,171.7,83.0
32.8,182.6,109.5
20.6,177.2,64.8
20.9,180.2,68.0
28.2,173.7,85.1
27.1,180.7,88.5
20.1,175.0,61.7
22.7,174.3,69.2
28.1,180.7,91.8
23.6,172.2,70.2
27.2,186.0,94.4
19.5,186.7,68.2
27.3,169.2,78.4
17.4,171.9,51.7
31.9,181.3,104.9
39.7,167.2,111.2
30.8,177.5,97.3
25.1,177.5,79.1
19.1,165.0,52.2
25.2,168.4,71.5
24.3,170.9,71.0
26.1,179.9,84.7
19.6,170.4,57.1
17.6,173.0,52.8
13.9,170.7,40.6
24.3,174.9,74.5
25.0,160.2,64.2
19.6,177.7,62.0
29.3,178.0,92.9
21.3,183.2,71.6
19.0,175.3,58.5
20.7,184.7,70.7
25.8,168.8,73.7
25.9,178.2,82.4
20.7,176.3,64.4
25.3,183.7,85.4
27.4,171.5,80.6
22.0,174.8,67.5
33.2,175.7,102.6
22.2,175.6,68.7
18.4,181.5,60.8
24.0,181.4,79.0
22.4,171.6,66.1
23.9,171.8,70.6
25.4,179.0,81.4
23.6,179.5,76.2
17.9,178.2,56.9
20.9,177.5,66.0
28.1,169.6,81.0
21.6,167.4,60.6
18.7,173.5,56.3
15.8,174.9,48.6
24.8,169.1,71.0
20.9,176.5,65.4
17.9,174.4,54.6
17.5,169.3,50.4
27.8,185.4,95.9
24.8,173.3,74.6
18.7,179.7,60.5
