bmi,height,weight
25.0,183.5,84.5
23.1,177.4,72.8
27.7,174.3,84.4
20.4,180.1,66.3
18.6,169.0,53.4
29.6,184.3,100.6
31.8,183.5,107.3
18.4,177.1,57.9
21.3,175.0,65.4
24.3,168.3,68.9
16.6,179.2,53.4
26.5,169.2,75.9
32.2,183.8,108.9
25.2,168.0,71.2
40.7,178.9,130.4
28.7,167.9,81.1
23.4,175.4,72.0
21.8,177.5,68.9
22.0,176.5,68.8
32.1,177.2,101.1
31.3,171.2,91.8
28.7,161.9,75.4
24.5,189.1,87.8
24.1,171.9,71.3
28.5,165.1,77.8
24.2,169.9,70.1
25.2,162.1,66.4
18.6,178.2,59.2
16.1,176.1,50.1
22.5,172.3,67.0
29.7,171.4,87.3
22.5,176.2,69.9
22.1,177.0,69.3
29.6,166.2,82.0
19.5,170.3,56.6
23.2,168.0,65.7
22.7,179.5,73.3
25.4,170.8,74.2
23.8,178.0,75.6
22.6,169.9,65.3
31.3,177.2,98.3
23.1,174.6,70.7
19.9,172.2,59.2
29.7,168.4,84.3
20.4,174.3,62.2
23.6,169.4,68.0
22.7,165.2,62.2
26.5,185.1,91.0
22.0,175.1,67.7
30.2,169.9,87.4
23.9,177.0,75.1
20.9,172.2,62.1
27.0,169.2,77.5
24.2,171.7,71.5
22.2,177.8,70.2
25.0,175.2,77.0
22.6,170.2,65.6
21.0,182.2,69.8
31.5,175.4,97.2
23.4,177.9,74.1
27.4,193.1,102.3
32.0,185.3,110.2
23.2,171.7,68.4
31.7,162.6,83.9
31.4,169.4,90.2
25.4,176.2,78.9
28.2,168.3,80.1
24.2,178.1,76.8
23.2,182.1,77.2
21.9,187.5,77.0
22.2,173.6,67.0
25.3,179.0,81.1
18.3,178.8,58.6
20.5,171.0,60.0
22.7,179.7,73.6
22.6,170.5,65.9
19.6,175.4,60.3
19.1,168.5,54.5
20.0,176.3,62.4
20.3,170.5,59.3
23.0,160.8,59.5
20.3,179.0,65.1
21.6,170.2,62.8
22.9,177.8,72.4
27.6,178.7,88.3
31.5,177.6,99.5
20.0,179.3,64.4
20.7,173.9,62.6
23.1,170.9,67.5
23.1,181.0,75.7
21.3,174.4,65.0
15.3,173.1,45.9
23.6,171.7,69.6
22.4,187.3,78.6
32.5,174.4,99.1
20.5,178.5,65.6
27.2,168.9,77.7
20.8,176.2,64.8
29.6,172.0,87.8
36.4,175.3,112.1
19.0,173.5,57.4
25.6,175.7,79.3
28.4,168.2,80.6
17.0,176.0,52.8
21.2,174.2,64.4
18.4,180.6,60.3
25.5,167.5,71.8
27.2,175.8,84.3
20.8,173.2,62.6
22.4,173.6,67.8
24.0,174.5,73.3
21.2,163.2,56.7
24.5,173.5,73.8
38.2,179.0,122.6
21.9,170.9,64.2
25.1,179.8,81.3
18.0,172.6,53.8
17.9,177.7,56.7
17.7,173.4,53.3
29.3,176.5,91.5
21.0,168.4,59.6
34.6,177.7,109.4
22.9,173.4,68.9
22.6,172.6,67.4
20.1,177.5,63.6
20.6,176.6,64.3
20.8,175.7,64.3
22.4,171.7,66.3
22.0,171.7,64.9
28.1,176.8,87.9
17.7,179.1,56.8
15.2,176.5,47.6
25.2,174.6,76.9
24.2,186.0,83.9
18.7,173.8,56.7
19.6,174.0,59.5
24.6,169.5,70.7
17.8,169.8,51.5
31.7,181.0,103.9
20.9,167.7,58.8
23.7,172.6,70.7
21.4,172.3,63.7
25.0,167.3,70.1
32.0,177.6,101.1
34.1,174.3,103.9
27.2,170.4,79.1
23.4,174.2,71.1
32.2,167.6,90.5
28.6,182.1,94.9
27.1,185.1,92.9
29.0,178.9,93.1
22.3,174.8,68.2
24.4,173.4,73.6
34.7,166.1,95.8
22.2,175.2,68.4
19.5,176.1,60.7
21.7,175.9,67.4
16.8,185.0,57.6
33.1,182.1,110.0
25.1,186.4,87.5
26.4,177.5,83.2
27.7,174.6,84.6
18.8,174.5,57.3
36.2,176.9,113.3
21.3,173.8,64.4
18.3,175.4,56.5
20.2,173.6,61.0
24.6,172.4,73.4
21.9,170.5,63.8
25.3,185.6,87.2
23.7,175.6,73.1
22.1,172.6,65.9
24.8,183.2,83.4
22.1,187.1,77.7
21.4,180.3,69.6
23.0,170.6,67.2
20.5,162.0,54.0
18.6,170.4,54.2
33.0,175.9,102.3
20.7,173.3,62.2
23.3,172.5,69.6
23.1,185.9,80.0
22.3,181.3,73.4
28.9,168.7,82.5
30.4,172.9,91.1
27.8,173.5,83.7
29.0,172.2,86.1
23.0,176.5,71.8
21.3,185.2,73.3
26.3,178.6,84.0
19.6,170.4,57.2
22.1,177.1,69.5
20.1,163.4,53.7
19.0,162.3,50.3
23.6,176.9,74.1
23.4,191.1,85.6
19.4,175.1,59.5
28.1,184.7,96.2
24.6,171.4,72.5
18.7,186.4,65.3
27.8,182.6,93.0
21.8,178.0,69.1
23.3,177.0,73.0
20.8,173.3,62.6
29.7,170.0,86.0
33.3,177.5,105.0
21.7,170.8,63.4
24.9,167.2,69.7
32.5,181.4,107.1
22.3,175.9,69.3
23.9,165.0,65.2
28.2,161.9,74.0
23.0,178.5,73.3
25.4,172.3,75.5
22.2,172.8,66.4
36.5,181.2,120.0
21.5,173.5,65.0
21.9,174.8,67.2
23.0,177.8,73.0
17.9,169.7,51.7
18.0,173.8,54.5
39.2,160.3,100.9
19.7,182.8,65.9
28.8,179.6,93.2
17.9,176.0,55.6
21.1,170.0,61.2
25.4,182.0,84.2
28.2,176.9,88.5
26.4,174.5,80.4
30.6,183.9,103.5
25.5,167.5,71.7
22.5,167.8,63.4
23.0,170.9,67.2
24.4,169.7,70.5
27.9,177.2,87.8
28.4,171.7,84.0
23.4,173.2,70.4
22.9,162.1,60.2
17.5,191.9,64.5
24.3,181.0,79.8
22.2,182.4,74.0
18.4,172.9,55.2
25.0,176.6,78.1
28.4,184.6,97.1
16.0,171.0,46.8
23.8,182.7,79.5
26.7,171.4,78.7
23.5,180.0,76.3
27.1,176.1,84.3
22.8,180.6,74.4
26.9,146.3,57.7
23.5,169.2,67.5
13.3,167.8,37.5
19.3,171.0,56.6
20.9,174.9,64.2
22.0,167.3,61.8
21.6,171.5,63.6
31.1,167.8,87.6
23.6,175.3,72.8
20.2,173.7,61.0
21.5,172.5,64.1
24.5,170.2,71.1
24.9,169.9,72.0
28.2,177.1,88.6
25.9,165.3,71.0
33.3,171.4,97.9
26.0,171.6,76.6
23.0,170.0,66.6
24.6,165.9,67.8
23.0,172.8,68.9
18.8,170.8,55.0
26.6,176.4,82.8
21.7,171.9,64.4
28.2,175.3,86.8
25.2,174.1,76.6
28.1,176.0,87.2
22.5,166.9,62.7
22.2,162.0,58.3
24.6,169.4,70.6
26.0,171.3,76.5
27.0,163.1,72.0
23.1,180.3,75.2
27.6,173.6,83.4
33.2,174.0,100.8
19.8,173.5,59.7
22.8,171.5,67.2
25.2,173.7,76.2
24.3,172.6,72.6
28.0,183.4,94.5
24.1,180.9,79.0
17.5,167.2,49.0
22.8,162.9,60.6
22.0,173.0,65.9
24.8,177.8,78.6
19.5,176.2,60.8
20.2,178.2,64.4
23.6,175.3,72.6
29.4,170.7,85.7
22.2,178.4,70.7
28.4,173.3,85.3
22.3,181.8,73.8
18.9,177.5,59.8
26.2,172.2,77.8
18.8,179.2,60.5
32.3,171.1,94.7
28.9,162.7,76.7
23.0,184.2,78.2
23.0,168.7,65.7
28.7,175.7,88.9
29.4,169.8,85.0
28.1,177.2,88.3
31.9,168.0,90.2
36.4,174.8,111.5
20.1,172.4,59.8
24.9,167.5,69.9
19.0,169.6,54.7
17.4,175.5,53.8
20.8,169.0,59.5
23.5,178.5,74.9
21.1,167.9,59.6
22.9,163.7,61.5
23.0,173.4,69.2
23.4,175.0,71.8
22.3,164.5,60.6
24.6,173.5,74.1
22.3,180.8,73.2
31.3,179.4,100.8
35.4,174.7,108.2
19.7,178.0,62.6
27.4,170.8,80.0
22.2,167.9,62.6
34.0,169.4,97.8
21.2,182.3,70.6
25.0,161.7,65.4
21.7,174.6,66.4
22.0,179.1,70.7
20.3,179.4,65.5
28.5,168.3,80.9
30.7,168.9,87.7
23.4,186.2,81.3
27.2,163.6,72.9
21.5,171.1,63.2
28.7,178.4,91.5
28.8,181.9,95.3
28.4,168.1,80.4
36.0,174.9,110.3
18.8,176.3,58.5
29.8,170.7,87.0
21.9,178.3,69.7
40.0,180.4,130.3
25.7,160.7,66.5
23.5,176.8,73.5
22.1,174.5,67.5
31.2,175.5,96.2
20.5,173.1,61.6
24.4,171.0,71.6
26.7,180.0,86.7
30.0,176.2,93.3
20.9,173.3,62.8
21.4,184.2,72.7
26.0,172.4,77.5
28.0,173.9,84.8
21.5,164.8,58.6
36.5,175.1,112.1
26.5,170.0,76.8
22.3,176.3,69.4
19.1,169.6,55.1
22.8,170.8,66.8
25.1,179.0,80.5
17.5,170.7,51.1
19.1,172.3,56.8
30.3,178.7,96.8
21.6,188.6,77.1
21.7,177.4,68.3
24.0,164.5,65.0
24.7,171.8,73.1
21.5,178.1,68.2
20.0,181.8,66.4
24.1,164.9,65.6
20.4,173.7,61.8
17.6,171.7,52.1
25.0,178.5,79.7
19.6,164.9,53.5
22.3,171.1,65.3
19.9,183.6,67.2
22.8,168.2,64.7
27.2,169.2,77.9
25.3,163.5,67.7
19.7,169.8,57.0
23.7,176.6,74.1
14.4,164.3,39.1
21.5,170.7,62.9
28.0,174.0,85.0
22.4,177.7,70.8
17.2,170.7,50.3
24.4,172.7,73.0
28.7,174.4,87.3
18.0,185.1,62.0
16.9,167.3,47.5
21.1,182.2,70.3
21.1,177.7,66.8
24.9,164.4,67.4
28.3,172.4,84.3
25.8,166.8,72.0
20.7,170.8,60.4
21.5,179.6,69.4
24.4,170.9,71.3
22.4,165.0,61.0
21.5,180.3,70.1
23.5,179.2,75.7
17.6,178.4,56.1
28.3,167.7,79.6
23.8,170.7,69.5
40.6,164.6,110.0
23.0,159.6,58.8
17.4,166.2,48.3
27.5,169.1,78.9
36.4,173.9,110.2
31.8,170.1,92.2
23.8,174.3,72.5
22.1,176.2,68.8
28.9,164.8,78.6
39.8,171.8,117.7
24.4,177.5,77.0
26.1,164.8,71.1
26.8,170.6,78.2
24.3,157.6,60.6
27.9,171.3,81.9
19.6,181.0,64.3
19.1,163.2,51.0
28.7,162.6,76.0
24.2,174.4,73.8
25.0,175.4,77.0
17.4,174.7,53.2
29.6,171.8,87.6
20.9,175.7,64.6
26.1,179.2,84.1
21.0,177.3,66.3
26.9,176.8,84.2
23.3,181.7,77.1
21.7,169.4,62.4
22.6,175.3,69.6
21.1,165.4,57.8
23.3,162.8,61.9
26.1,180.5,85.3
22.5,174.7,68.9
20.4,183.8,69.0
22.3,177.7,70.7
26.7,168.3,75.9
23.2,173.4,69.9
19.6,177.7,62.0
22.6,176.3,70.5
16.8,182.5,56.2
30.1,188.5,107.3
28.0,172.8,83.8
22.4,181.9,74.2
25.9,174.2,78.7
19.0,167.1,53.2
16.6,173.0,49.9
32.2,176.3,100.3
19.1,176.6,59.7
17.2,169.2,49.5
27.1,187.3,95.2
21.2,170.7,61.9
19.1,169.8,55.3
26.0,174.9,79.7
21.1,174.1,64.1
20.0,171.9,59.1
22.2,182.2,73.9
26.1,168.6,74.2
24.6,182.9,82.3
23.2,171.2,68.1
25.0,168.0,70.8
19.2,175.0,58.9
23.7,180.5,77.4
19.6,181.7,65.0
30.1,182.2,100.2
31.7,163.6,84.9
21.7,172.3,64.5
28.1,173.4,84.7
27.3,158.5,68.6
18.6,180.1,60.6
24.9,165.4,68.2
17.5,172.0,51.9
22.4,178.5,71.6
29.3,162.8,77.9
19.6,168.1,55.5
19.7,192.0,72.8
42.0,182.1,139.6
14.9,179.7,48.4
40.4,175.1,124.1
25.0,173.3,75.2
25.2,173.5,75.9
24.3,176.6,75.8
20.5,171.9,60.6
19.6,173.6,59.2
23.2,181.4,76.4
25.4,174.0,77.1
26.4,171.2,77.5
18.4,162.4,48.6
26.6,168.2,75.5
27.2,179.9,88.3
22.0,171.2,64.5
30.1,179.2,96.9
18.0,167.9,50.8
21.5,163.2,57.4
21.3,178.0,67.6
25.9,171.9,76.8
32.9,169.0,94.0
26.2,174.6,80.1
23.6,180.5,76.9
22.7,176.1,70.4
21.6,169.8,62.3
18.9,172.0,56.0
19.4,170.0,56.3
24.4,169.3,70.1
22.6,174.1,68.8
21.8,164.0,58.7
27.3,172.7,81.5
18.6,165.6,51.2
31.5,185.4,108.4
21.2,166.4,58.9
22.2,173.8,67.2
23.3,169.3,66.9
19.3,175.6,59.7
19.9,177.0,62.6
20.8,168.0,58.9
25.5,166.5,70.7
23.9,172.3,71.1
33.9,179.5,109.3
19.4,173.3,58.3
20.4,170.5,59.4
25.3,171.3,74.3
27.2,165.6,74.8
13.7,175.4,42.2
28.2,176.0,87.6
21.4,180.0,69.6
23.9,184.6,81.7
21.5,173.5,64.9
31.2,168.3,88.4
22.2,170.6,64.7
23.6,184.6,80.5
25.6,172.6,76.4
25.9,166.3,71.9
20.6,172.5,61.5
31.5,173.8,95.4
23.5,172.4,70.0
23.1,175.5,71.3
22.4,167.3,62.7
23.6,169.5,67.9
20.5,171.2,60.3
19.6,182.1,65.3
26.8,168.1,76.0
26.0,166.4,72.1
23.6,170.2,68.6
20.9,173.9,63.5
28.9,188.6,102.8
22.9,165.2,62.6
24.5,171.2,71.9
19.7,168.7,56.1
23.4,174.3,71.2
22.6,183.0,76.0
18.0,167.4,50.6
20.4,184.4,69.4
31.1,165.6,85.4
31.1,169.9,90.0
33.2,173.3,99.8
20.8,171.9,61.5
22.5,165.8,61.9
23.4,175.6,72.3
20.0,173.1,60.2
19.8,179.1,63.7
22.3,179.1,71.7
21.5,171.8,63.7
24.8,169.4,71.4
30.7,173.0,92.1
23.8,172.4,70.9
29.3,174.7,89.5
24.6,167.0,68.8
22.6,182.1,75.0
20.3,179.0,65.3
23.8,173.9,72.2
36.0,178.5,114.8
18.8,182.4,62.7
24.9,171.9,73.7
18.6,172.2,55.3
23.8,170.6,69.4
27.4,166.6,76.3
25.0,173.6,75.4
25.0,173.6,75.6
21.9,172.4,65.3
22.5,179.0,72.4
22.2,174.2,67.6
24.4,175.4,75.2
24.4,166.7,67.9
18.4,169.8,53.2
22.3,175.0,68.6
22.7,167.7,63.9
38.2,178.3,121.6
22.1,188.8,79.0
17.7,174.7,54.1
23.6,175.1,72.6
25.8,175.0,79.1
23.2,176.2,72.2
20.2,174.8,62.0
22.5,174.6,68.8
21.0,181.8,69.6
22.8,164.9,62.2
42.0,172.7,125.4
21.3,164.0,57.4
19.7,178.8,63.2
18.5,172.0,55.0
19.2,164.3,51.9
22.9,168.9,65.4
29.6,172.0,87.7
24.1,185.6,83.2
19.0,177.3,60.0
26.3,168.1,74.6
25.4,172.6,75.8
19.7,185.4,67.9
28.4,173.6,85.6
22.0,183.4,74.3
26.0,163.0,69.2
28.6,188.5,101.9
17.5,166.6,48.8
21.1,168.1,59.7
23.0,172.2,68.3
19.4,175.1,59.5
33.6,169.4,96.7
31.5,173.1,94.6
28.5,164.7,77.5
24.7,168.7,70.4
24.0,176.4,74.9
19.5,170.3,56.6
22.1,168.5,63.0
21.2,169.9,61.3
24.4,173.0,73.3
23.7,178.0,75.1
23.6,178.2,75.2
25.7,172.8,76.8
23.5,174.4,71.6
27.7,158.7,69.9
23.2,173.4,70.0
22.7,168.6,64.7
26.5,179.4,85.6
23.7,167.1,66.2
23.8,173.5,71.7
30.3,188.6,108.1
18.5,166.2,51.3
21.5,173.0,64.6
31.8,176.0,98.8
32.7,171.3,96.1
25.4,168.1,72.0
36.8,171.7,108.6
15.7,169.7,45.5
21.7,181.4,71.7
65.8,173.6,198.5
20.4,173.0,61.3
37.2,177.1,116.7
20.4,174.6,62.3
26.9,169.4,77.3
19.8,168.2,56.2
27.7,164.6,75.3
17.8,177.9,56.6
27.0,170.8,78.9
25.5,175.5,78.8
21.1,178.6,67.5
25.8,169.2,74.1
19.8,170.8,57.8
26.2,169.6,75.4
34.6,183.5,116.7
24.6,181.9,81.4
18.6,173.8,56.4
28.6,174.1,86.9
23.2,171.0,68.0
21.2,163.6,56.8
24.5,162.5,64.8
26.1,172.7,78.0
19.9,170.7,58.1
27.7,176.9,86.8
24.3,169.1,69.5
25.7,165.9,70.8
19.2,181.4,63.4
26.1,176.9,81.9
19.4,176.0,60.3
39.6,181.1,130.0
20.5,178.9,65.7
31.0,179.0,99.5
22.8,173.5,68.8
21.1,174.7,64.4
28.9,176.7,90.4
30.8,178.8,98.6
17.0,173.0,51.0
24.3,173.9,73.7
29.8,170.6,87.0
28.2,163.6,75.6
27.7,177.6,87.5
30.6,169.7,88.2
29.7,183.7,100.5
30.6,168.2,86.6
20.5,179.4,66.1
23.4,178.0,74.3
29.6,183.3,99.5
32.1,171.3,94.3
25.1,179.0,80.5
27.2,160.5,70.2
18.9,163.8,50.8
24.8,179.4,79.9
23.5,180.1,76.5
28.8,171.7,85.0
22.8,177.2,71.6
22.5,173.5,67.8
23.2,178.5,74.1
28.1,174.7,85.9
15.6,168.5,44.4
28.2,170.5,82.0
24.5,173.2,73.5
22.9,177.1,72.0
20.1,171.1,59.1
23.2,165.5,63.6
26.7,172.1,79.2
22.1,182.4,73.7
18.0,171.7,53.3
25.7,172.9,77.0
18.2,166.8,50.8
29.1,180.2,94.8
22.8,165.8,62.9
19.3,176.7,60.5
26.1,178.0,83.0
27.5,181.2,90.3
18.9,176.7,59.2
21.1,174.3,64.2
21.4,175.9,66.3
19.3,164.6,52.4
25.6,173.8,77.4
19.1,169.9,55.3
24.2,160.6,62.5
16.7,172.4,49.7
25.3,175.1,77.6
52.7,183.3,177.3
25.3,173.5,76.3
20.7,168.3,58.8
29.0,169.7,83.8
28.5,167.1,79.6
24.4,173.3,73.5
21.6,176.6,67.4
27.5,172.4,81.8
22.9,178.4,72.9
28.1,182.0,93.3
22.6,182.4,75.5
21.7,175.3,66.9
20.7,165.9,57.2
21.3,164.1,57.5
24.9,173.3,75.0
26.4,177.6,83.3
19.4,167.1,54.3
30.0,173.1,90.0
19.7,172.5,58.8
25.0,180.5,81.7
36.2,169.8,104.5
28.0,171.8,82.8
16.9,178.9,54.2
19.3,176.9,60.5
22.3,167.2,62.4
17.2,167.6,48.4
24.4,170.4,70.9
21.6,176.8,67.7
23.7,168.0,67.1
18.3,175.4,56.6
22.6,165.3,61.9
37.4,169.3,107.2
23.0,173.8,69.5
21.6,175.0,66.2
25.1,170.4,73.1
19.3,175.9,59.9
20.7,173.1,62.1
22.2,179.1,71.5
17.6,179.0,56.6
15.8,180.3,51.4
23.5,166.2,65.1
18.0,166.4,49.9
17.5,178.5,55.8
30.2,166.9,84.4
36.5,168.6,104.0
30.7,174.6,93.6
22.1,174.6,67.5
23.4,182.4,78.1
33.5,175.3,103.2
19.8,176.8,62.1
18.8,183.4,63.4
30.1,173.6,90.9
27.1,171.5,79.9
30.7,185.9,106.2
28.1,182.5,93.9
19.9,171.5,58.8
23.0,169.1,65.9
22.2,183.0,74.5
19.6,171.3,57.6
20.2,179.8,65.5
27.4,176.6,85.7
23.6,176.9,74.0
25.6,179.5,82.6
22.7,175.3,70.0
27.6,177.9,87.4
17.2,173.4,51.9
25.9,166.5,71.9
30.1,173.9,91.1
19.8,171.2,58.1
21.8,171.5,64.4
30.6,173.1,91.7
22.4,164.2,60.6
23.5,166.2,65.1
19.4,167.9,54.8
23.9,179.4,77.1
26.9,177.7,85.0
25.7,173.8,77.9
20.1,182.4,67.0
22.8,181.9,75.7
18.7,167.1,52.4
20.9,164.9,56.9
30.2,182.1,100.3
15.3,176.4,47.8
19.5,183.3,65.8
14.6,186.3,50.9
25.4,176.6,79.3
27.2,172.0,80.7
25.0,174.2,75.9
17.1,175.0,52.5
23.4,171.5,69.1
20.3,172.6,60.6
30.7,175.2,94.5
22.4,174.4,68.2
22.0,175.8,68.2
22.2,172.7,66.3
36.0,180.1,116.8
28.3,181.4,93.4
22.9,171.3,67.3
24.1,177.5,76.0
21.8,169.3,62.7
17.3,175.1,53.2
26.4,171.6,78.0
25.2,166.7,70.1
21.7,178.0,69.0
22.9,169.6,65.9
28.9,166.4,80.1
23.3,174.3,70.8
25.2,170.5,73.4
20.0,169.1,57.4
38.2,180.3,124.4
19.6,174.3,59.7
21.2,182.3,70.6
26.0,189.1,93.1
19.5,180.6,63.7
23.4,172.1,69.4
16.7,171.6,49.3
19.2,177.3,60.5
27.5,169.4,79.0
24.9,168.2,70.6
23.2,167.2,64.9
18.7,177.9,59.2
21.5,176.9,67.3
27.3,184.2,92.9
29.3,174.4,89.2
32.5,170.2,94.3
16.5,176.0,51.2
21.4,181.0,70.4
30.4,176.5,94.9
17.7,168.4,50.4
35.3,158.2,88.4
20.2,181.5,66.7
41.1,169.7,118.4
19.9,177.6,63.0
21.9,174.9,67.2
28.5,171.1,83.7
25.3,174.6,77.3
14.8,173.0,44.5
16.7,179.2,53.8
23.7,176.7,74.1
34.6,178.5,110.4
23.7,164.2,64.0
34.5,175.3,106.2
27.2,184.8,93.2
24.8,174.9,75.9
27.0,177.8,85.4
20.8,168.3,59.1
30.6,183.9,103.7
26.0,173.6,78.4
21.2,167.0,59.3
24.8,164.4,67.2
36.8,171.4,108.2
20.5,178.1,65.1
19.2,164.4,52.0
22.2,173.0,66.7
23.9,175.7,74.0
26.6,174.6,81.3
15.3,186.4,53.4
25.7,170.4,74.9
24.8,171.4,73.1
21.9,163.5,58.7
28.3,171.0,83.0
28.7,187.4,100.9
26.6,174.1,80.7
28.1,171.4,82.8
40.5,172.2,120.1
22.1,176.8,69.1
16.7,175.6,51.8
22.6,165.7,62.2
33.0,180.0,107.2
27.6,174.3,84.0
30.2,174.4,91.9
28.0,174.8,85.8
23.8,179.5,76.8
22.7,178.3,72.3
26.3,177.9,83.3
29.9,174.4,91.1
21.8,178.0,69.3
20.3,168.8,57.9
23.1,175.4,71.3
23.2,185.6,80.0
27.4,177.0,85.9
21.7,183.1,72.9
24.4,178.4,77.8
22.9,175.9,71.1
33.2,167.0,92.8
19.4,170.7,56.8
25.0,172.9,74.9
24.3,168.1,68.9
22.0,180.0,71.5
20.7,174.7,63.4
21.8,175.2,67.1
33.0,185.3,113.5
36.0,176.9,112.9
22.8,179.3,73.4
31.0,163.7,83.2
25.3,185.2,86.9
17.4,182.5,58.0
22.1,176.0,68.7
19.7,170.2,57.2
25.8,172.5,76.8
29.4,169.0,84.2
26.5,162.5,70.1
23.0,166.3,63.8
31.1,176.6,97.0
20.1,169.7,58.1
28.7,175.3,88.4
19.0,168.8,54.2
22.1,172.2,65.6
25.4,176.8,79.5
20.5,167.4,57.6
20.2,166.6,56.2
28.1,171.2,82.4
29.6,174.7,90.4
22.6,167.2,63.3
20.3,173.4,61.3
35.8,171.3,105.1
23.1,176.8,72.5
20.0,171.7,59.2
22.7,176.2,70.5
19.9,171.9,59.0
25.7,165.2,70.3
23.8,173.2,71.4
24.7,175.1,75.9
18.6,173.3,56.0
20.1,172.2,59.8
25.2,184.1,85.5
20.1,174.8,61.7
28.5,172.8,85.3
28.5,176.2,88.6
21.3,162.4,56.3
26.4,177.7,83.6
27.4,178.2,87.1
31.1,171.1,91.2
20.7,168.2,58.8
22.3,174.7,68.3
19.7,175.0,60.6
22.8,173.9,69.1
24.5,177.7,77.5
26.2,174.0,79.5
35.7,167.8,100.8
23.8,171.8,70.3
20.4,173.3,61.3
22.4,173.3,67.5
24.9,170.4,72.4
26.0,172.3,77.2
19.8,170.7,57.9
19.9,174.9,61.0
16.7,169.1,47.8
22.5,172.1,66.8
31.4,168.1,88.9
24.7,176.7,77.2
41.1,161.8,107.8
25.2,171.6,74.4
27.9,175.3,85.8
18.3,171.1,53.8
21.6,170.7,63.0
25.7,178.7,82.3
22.6,180.8,74.1
24.8,172.5,73.9
20.1,173.2,60.4
21.3,176.7,66.8
21.5,183.4,72.5
20.6,171.9,61.0
21.2,189.3,76.0
24.0,171.4,70.6
32.7,178.1,104.0
21.6,176.6,67.5
20.5,171.6,60.4
19.0,181.5,62.6
26.5,165.7,73.0
21.3,165.1,58.1
22.9,163.5,61.3
22.0,170.5,64.0
21.6,167.0,60.3
22.1,170.0,64.0
22.1,177.0,69.3
22.6,173.6,68.3
22.3,174.9,68.4
17.7,162.2,46.6
34.6,179.0,111.1
25.5,165.9,70.3
20.1,173.3,60.6
22.2,171.8,65.6
25.7,170.4,74.8
22.9,184.3,78.0
23.3,176.8,72.9
25.2,169.7,72.7
20.3,174.6,62.0
23.8,170.7,69.6
23.6,175.3,72.8
23.1,176.9,72.5
36.0,176.3,112.1
21.0,171.6,61.9
28.3,174.8,86.7
27.8,167.5,78.1
20.7,172.0,61.5
23.6,175.3,72.7
23.2,173.5,70.1
23.4,168.0,66.3
26.7,173.9,80.9
25.0,173.9,75.7
17.6,179.0,56.7
24.9,176.7,77.9
30.1,174.0,91.3
19.6,168.4,55.6
24.1,167.5,67.7
25.1,174.4,76.6
20.5,165.6,56.4
30.6,182.6,102.3
21.3,175.7,66.0
18.3,173.1,54.9
17.8,174.1,54.1
17.0,181.8,56.2
16.8,175.3,51.9
32.5,169.9,93.9
25.0,178.1,79.3
28.1,183.0,94.2
18.2,168.3,51.7
26.5,177.0,83.3
29.9,164.3,80.9
22.6,170.3,65.7
26.9,167.9,76.0
20.2,180.7,66.1
20.8,179.5,67.2
27.0,175.5,83.3
16.0,169.7,46.3
17.5,167.4,49.3
25.2,159.8,64.6
26.1,182.2,86.8
31.6,173.1,94.9
24.3,169.8,70.3
23.7,182.5,79.0
30.3,176.1,94.0
21.9,170.9,64.2
24.7,184.9,84.6
20.4,177.9,64.8
33.4,169.2,95.8
16.7,185.2,57.3
17.5,160.2,45.0
22.3,170.4,65.0
18.0,173.8,54.5
33.4,172.0,99.1
15.3,171.6,45.2
24.9,166.9,69.4
19.7,169.9,57.1
17.7,173.7,53.5
26.0,171.9,76.9
23.9,181.8,79.1
23.1,175.1,70.9
20.4,176.7,64.0
29.3,173.2,87.9
19.3,179.3,62.3
15.5,169.0,44.3
25.1,189.6,90.3
26.7,176.8,83.5
23.5,169.0,67.4
22.1,172.4,65.9
19.9,183.9,67.4
29.7,171.0,87.0
21.9,177.3,68.9
20.8,171.8,61.4
25.2,172.0,74.6
23.6,179.2,75.9
21.0,167.8,59.2
23.0,176.7,72.1
19.3,169.7,55.6
21.9,185.1,75.3
22.3,174.3,68.0
25.8,170.3,75.1
27.2,182.2,90.3
24.7,174.7,75.4
19.6,172.2,58.3
30.0,175.1,92.0
20.6,175.7,63.6
24.5,182.7,82.0
20.6,182.2,68.5
27.7,190.5,100.7
16.1,175.6,49.9
22.8,167.0,63.7
36.3,186.8,126.8
21.7,174.3,66.2
36.2,168.2,102.5
17.6,175.3,54.2
34.3,178.4,109.4
23.6,174.5,71.9
20.5,176.9,64.3
18.6,178.8,59.6
28.1,185.4,96.8
33.0,183.8,111.7
24.2,180.8,79.4
16.0,176.1,49.8
20.8,171.1,61.1
24.4,166.8,68.1
18.5,175.8,57.2
17.6,172.2,52.4
23.7,172.4,70.7
17.5,177.6,55.4
21.2,178.5,67.7
19.8,165.7,54.6
23.5,172.5,70.0
22.1,173.0,66.3
20.3,178.0,64.5
25.3,176.8,79.1
24.7,179.2,79.6
23.7,170.0,68.7
23.2,167.9,65.5
25.1,169.6,72.3
19.5,174.1,59.4
31.0,164.3,83.9
18.4,173.0,55.1
25.6,179.8,82.8
18.2,176.7,56.9
24.8,173.0,74.3
31.1,174.5,94.8
18.1,171.8,53.6
24.5,169.0,70.2
22.8,173.9,69.1
25.7,165.1,70.2
20.8,175.0,63.7
36.1,175.0,110.6
18.2,170.6,53.2
19.6,188.9,70.0
21.2,171.3,62.5
19.3,166.0,53.2
22.7,170.8,66.5
20.4,178.7,65.4
